sp -0.643867 -0.164029, R -0.602555 -0.092956, YSP 31.033691 55.032749
sp -0.643867 -0.164029, R -0.602555 -0.092956, YSP 31.033691 55.032749
sp -0.643867 -0.164029, R -0.602555 -0.092956, YSP 31.033691 55.032749
sp -0.671536 -0.205754, R -0.611398 -0.098277, YSP 34.471157 56.450794
sp -0.671536 -0.205754, R -0.611398 -0.098277, YSP 34.471157 56.450794
sp -0.671536 -0.205754, R -0.611398 -0.098277, YSP 34.471157 56.450794
sp -0.671536 -0.205754, R -0.611398 -0.098277, YSP 34.471157 56.450794
sp -0.671536 -0.205754, R -0.611398 -0.098277, YSP 34.471157 56.450794
sp -0.671536 -0.205754, R -0.611398 -0.098277, YSP 34.471157 56.450794
sp -0.671536 -0.205754, R -0.613551 -0.101612, YSP 34.471157 56.450794
sp -0.671536 -0.205754, R -0.613551 -0.101612, YSP 34.471157 56.450794
sp -0.671536 -0.205754, R -0.613551 -0.101612, YSP 37.189663 56.450794
sp -0.671536 -0.205754, R -0.613551 -0.101612, YSP 37.189663 56.450794
sp -0.671536 -0.205754, R -0.613551 -0.101612, YSP 37.189663 56.450794
sp -0.671536 -0.205754, R -0.613551 -0.101612, YSP 37.189663 56.450794
sp -0.671536 -0.205754, R -0.609127 -0.100874, YSP 39.244732 56.450794
sp -0.671536 -0.205754, R -0.609127 -0.100874, YSP 39.244732 56.450794
sp -0.671536 -0.205754, R -0.609127 -0.100874, YSP 39.244732 56.450794
sp -0.671536 -0.205754, R -0.609127 -0.100874, YSP 39.244732 56.450794
sp -0.671536 -0.205754, R -0.609127 -0.100874, YSP 39.244732 56.450794
sp -0.671536 -0.205754, R -0.609127 -0.100874, YSP 39.244732 56.450794
sp -0.643867 -0.164029, R -0.590751 -0.092393, YSP 41.578777 55.032749
sp -0.643867 -0.164029, R -0.590751 -0.092393, YSP 41.578777 55.032749
sp -0.643867 -0.164029, R -0.590751 -0.092393, YSP 41.578777 55.032749
sp -0.643867 -0.164029, R -0.590751 -0.092393, YSP 41.578777 55.032749
sp -0.643867 -0.164029, R -0.590751 -0.092393, YSP 41.578777 55.032749
sp -0.643867 -0.164029, R -0.590751 -0.092393, YSP 41.578777 55.032749
sp -0.643867 -0.164029, R -0.597471 -0.098355, YSP 43.926628 55.032749
sp -0.643867 -0.164029, R -0.597471 -0.098355, YSP 43.926628 55.032749
sp -0.643867 -0.164029, R -0.597471 -0.098355, YSP 43.926628 55.032749
sp -0.643867 -0.164029, R -0.597471 -0.098355, YSP 43.926628 55.032749
sp -0.643867 -0.164029, R -0.597471 -0.098355, YSP 43.926628 55.032749
sp -0.643867 -0.164029, R -0.597471 -0.098355, YSP 43.926628 55.032749
sp -0.643867 -0.164029, R -0.597471 -0.098355, YSP 43.926628 55.032749
sp -0.643867 -0.164029, R -0.597471 -0.098355, YSP 43.926628 55.032749
sp -0.643867 -0.164029, R -0.597471 -0.098355, YSP 43.926628 55.032749
sp -0.643867 -0.164029, R -0.597471 -0.098355, YSP 43.926628 55.032749
sp -0.643867 -0.164029, R -0.597471 -0.098355, YSP 43.926628 55.032749
sp -0.643867 -0.164029, R -0.597471 -0.098355, YSP 43.926628 55.032749
sp -0.643867 -0.164029, R -0.554971 -0.098479, YSP 45.968761 55.032749
sp -0.643867 -0.164029, R -0.554971 -0.098479, YSP 45.968761 55.032749
sp -0.643867 -0.164029, R -0.554971 -0.098479, YSP 45.968761 55.032749
sp -0.643867 -0.164029, R -0.554971 -0.098479, YSP 45.968761 55.032749
sp -0.643867 -0.164029, R -0.516776 -0.100593, YSP 46.085243 55.032749
sp -0.643867 -0.164029, R -0.516776 -0.100593, YSP 46.085243 55.032749
sp -0.643867 -0.164029, R -0.516776 -0.100593, YSP 46.085243 55.032749
sp -0.643867 -0.164029, R -0.516776 -0.100593, YSP 46.085243 55.032749
sp -0.643867 -0.164029, R -0.516776 -0.100593, YSP 46.085243 55.032749
sp -0.643867 -0.164029, R -0.516776 -0.100593, YSP 46.085243 55.032749
sp -0.643867 -0.164029, R -0.499347 -0.105364, YSP 46.337971 55.032749
sp -0.643867 -0.164029, R -0.499347 -0.105364, YSP 46.337971 55.032749
sp -0.643867 -0.164029, R -0.499347 -0.105364, YSP 46.337971 55.032749
sp -0.643867 -0.164029, R -0.499347 -0.105364, YSP 46.337971 55.032749
sp -0.643867 -0.164029, R -0.499347 -0.105364, YSP 46.337971 55.032749
sp -0.643867 -0.164029, R -0.499347 -0.105364, YSP 46.337971 55.032749
sp -0.643867 -0.164029, R -0.504708 -0.110982, YSP 46.854767 55.032749
sp -0.643867 -0.164029, R -0.504708 -0.110982, YSP 46.854767 55.032749
sp -0.643867 -0.164029, R -0.504708 -0.110982, YSP 46.854767 55.032749
sp -0.643867 -0.164029, R -0.504708 -0.110982, YSP 46.854767 55.032749
sp -0.643867 -0.164029, R -0.504708 -0.110982, YSP 46.854767 55.032749
sp -0.643867 -0.164029, R -0.504708 -0.110982, YSP 46.854767 55.032749
sp -0.643867 -0.164029, R -0.494154 -0.113949, YSP 46.835938 55.032749
sp -0.643867 -0.164029, R -0.494154 -0.113949, YSP 46.835938 55.032749
sp -0.643867 -0.164029, R -0.494154 -0.113949, YSP 46.835938 55.032749
sp -0.643867 -0.164029, R -0.494154 -0.113949, YSP 46.835938 55.032749
sp -0.643867 -0.164029, R -0.494154 -0.113949, YSP 46.835938 55.032749
sp -0.643867 -0.164029, R -0.494154 -0.113949, YSP 46.835938 55.032749
sp -0.643867 -0.164029, R -0.491817 -0.119263, YSP 46.848045 55.032749
sp -0.643867 -0.164029, R -0.491817 -0.119263, YSP 46.848045 55.032749
sp -0.643867 -0.164029, R -0.491817 -0.119263, YSP 46.848045 55.032749
sp -0.643867 -0.164029, R -0.491817 -0.119263, YSP 46.848045 55.032749
sp -0.643867 -0.164029, R -0.491817 -0.119263, YSP 46.848045 55.032749
sp -0.643867 -0.164029, R -0.491817 -0.119263, YSP 46.848045 55.032749
sp -0.643867 -0.164029, R -0.497884 -0.128470, YSP 47.260368 55.032749
sp -0.643867 -0.164029, R -0.497884 -0.128470, YSP 47.260368 55.032749
sp -0.643867 -0.164029, R -0.497884 -0.128470, YSP 47.260368 55.032749
sp -0.643867 -0.164029, R -0.497884 -0.128470, YSP 47.260368 55.032749
sp -0.643867 -0.164029, R -0.503354 -0.140819, YSP 47.260368 55.032749
sp -0.643867 -0.164029, R -0.503354 -0.140819, YSP 47.260368 55.032749
sp -0.643867 -0.164029, R -0.503354 -0.140819, YSP 47.260368 55.032749
sp -0.643867 -0.164029, R -0.503354 -0.140819, YSP 47.260368 55.032749
sp -0.643867 -0.164029, R -0.503354 -0.140819, YSP 47.777489 55.032749
sp -0.643867 -0.164029, R -0.503354 -0.140819, YSP 47.777489 55.032749
sp -0.643867 -0.164029, R -0.503354 -0.140819, YSP 47.777489 55.032749
sp -0.643867 -0.164029, R -0.503354 -0.140819, YSP 47.777489 55.032749
sp -0.643867 -0.164029, R -0.503354 -0.140819, YSP 47.777489 55.032749
sp -0.643867 -0.164029, R -0.503354 -0.140819, YSP 47.777489 55.032749
sp -0.643867 -0.164029, R -0.503354 -0.140819, YSP 47.777489 55.032749
sp -0.643867 -0.164029, R -0.503354 -0.140819, YSP 47.777489 55.032749
sp -0.643867 -0.164029, R -0.503354 -0.140819, YSP 47.777489 55.032749
sp -0.643867 -0.164029, R -0.503354 -0.140819, YSP 47.777489 55.032749
sp -0.643867 -0.164029, R -0.503354 -0.140819, YSP 47.777489 55.032749
sp -0.643867 -0.164029, R -0.503354 -0.140819, YSP 47.777489 55.032749
sp -0.643867 -0.164029, R -0.503354 -0.140819, YSP 47.777489 55.032749
sp -0.643867 -0.164029, R -0.503354 -0.140819, YSP 47.777489 55.032749
sp -0.643867 -0.164029, R -0.503354 -0.140819, YSP 47.777489 55.032749
sp -0.643867 -0.164029, R -0.503354 -0.140819, YSP 47.777489 55.032749
sp -0.643867 -0.164029, R -0.503354 -0.140819, YSP 47.777489 55.032749
sp -0.643867 -0.164029, R -0.503354 -0.140819, YSP 47.777489 55.032749
sp -0.643867 -0.164029, R -0.503354 -0.140819, YSP 47.777489 55.032749
sp -0.643867 -0.164029, R -0.503354 -0.140819, YSP 47.777489 55.032749
sp -0.643867 -0.164029, R -0.503354 -0.140819, YSP 47.777489 55.032749
sp -0.643867 -0.164029, R -0.503354 -0.140819, YSP 47.777489 55.032749
sp -0.643867 -0.164029, R -0.503354 -0.140819, YSP 47.777489 55.032749
sp -0.643867 -0.164029, R -0.503354 -0.140819, YSP 47.777489 55.032749
sp -0.643867 -0.164029, R -0.503354 -0.140819, YSP 47.777489 55.032749
sp -0.643867 -0.164029, R -0.503354 -0.140819, YSP 47.777489 55.032749
sp -0.643867 -0.164029, R -0.503354 -0.140819, YSP 47.777489 55.032749
sp -0.643867 -0.164029, R -0.503354 -0.140819, YSP 47.777489 55.032749
sp -0.643867 -0.164029, R -0.503354 -0.140819, YSP 47.777489 55.032749
sp -0.643867 -0.164029, R -0.503354 -0.140819, YSP 47.777489 55.032749
sp -0.671536 -0.205754, R -0.549191 -0.191836, YSP 52.725483 56.450794
sp -0.671536 -0.205754, R -0.549191 -0.191836, YSP 52.725483 56.450794
sp -0.671536 -0.205754, R -0.549191 -0.191836, YSP 52.725483 56.450794
sp -0.671536 -0.205754, R -0.549191 -0.191836, YSP 52.725483 56.450794
sp -0.671536 -0.205754, R -0.549191 -0.191836, YSP 52.725483 56.450794
sp -0.671536 -0.205754, R -0.549191 -0.191836, YSP 52.725483 56.450794
sp -0.671536 -0.205754, R -0.546512 -0.191133, YSP 53.115284 56.450794
sp -0.671536 -0.205754, R -0.546512 -0.191133, YSP 53.115284 56.450794
sp -0.671536 -0.205754, R -0.546512 -0.191133, YSP 53.115284 56.450794
sp -0.671536 -0.205754, R -0.546512 -0.191133, YSP 53.115284 56.450794
sp -0.671536 -0.205754, R -0.546512 -0.191133, YSP 53.115284 56.450794
sp -0.671536 -0.205754, R -0.546512 -0.191133, YSP 53.115284 56.450794
sp -0.671536 -0.205754, R -0.546512 -0.191133, YSP 53.115284 56.450794
sp -0.671536 -0.205754, R -0.546512 -0.191133, YSP 53.115284 56.450794
sp -0.671536 -0.205754, R -0.546512 -0.191133, YSP 53.115284 56.450794
sp -0.671536 -0.205754, R -0.546512 -0.191133, YSP 53.115284 56.450794
sp -0.671536 -0.205754, R -0.546512 -0.191133, YSP 53.115284 56.450794
sp -0.671536 -0.205754, R -0.546512 -0.191133, YSP 53.115284 56.450794
sp -0.671536 -0.205754, R -0.546512 -0.191133, YSP 53.115284 56.450794
sp -0.671536 -0.205754, R -0.546512 -0.191133, YSP 53.115284 56.450794
sp -0.671536 -0.205754, R -0.546512 -0.191133, YSP 53.115284 56.450794
sp -0.671536 -0.205754, R -0.546512 -0.191133, YSP 53.115284 56.450794
sp -0.671536 -0.205754, R -0.546512 -0.191133, YSP 53.115284 56.450794
sp -0.671536 -0.205754, R -0.546512 -0.191133, YSP 53.115284 56.450794
sp -0.671536 -0.205754, R -0.546512 -0.191133, YSP 53.115284 56.450794
sp -0.671536 -0.205754, R -0.546512 -0.191133, YSP 53.115284 56.450794
sp -0.671536 -0.205754, R -0.546512 -0.191133, YSP 53.115284 56.450794
sp -0.671536 -0.205754, R -0.546512 -0.191133, YSP 53.115284 56.450794
sp -0.671536 -0.205754, R -0.546512 -0.191133, YSP 53.115284 56.450794
sp -0.722130 -0.288909, R -0.580354 -0.246622, YSP 55.085762 59.454197
sp -0.722130 -0.288909, R -0.580354 -0.246622, YSP 55.085762 59.454197
sp -0.722130 -0.288909, R -0.580354 -0.246622, YSP 55.085762 59.454197
sp -0.722130 -0.288909, R -0.580354 -0.246622, YSP 55.085762 59.454197
sp -0.722130 -0.288909, R -0.580354 -0.246622, YSP 55.085762 59.454197
sp -0.722130 -0.288909, R -0.584729 -0.254058, YSP 55.248688 59.454197
sp -0.722130 -0.288909, R -0.584729 -0.254058, YSP 55.248688 59.454197
sp -0.722130 -0.288909, R -0.584729 -0.254058, YSP 55.248688 59.454197
sp -0.722130 -0.288909, R -0.584729 -0.254058, YSP 55.248688 59.454197
sp -0.722130 -0.288909, R -0.584729 -0.254058, YSP 55.248688 59.454197
sp -0.722130 -0.288909, R -0.584729 -0.254058, YSP 55.248688 59.454197
sp -0.722130 -0.288909, R -0.584729 -0.254058, YSP 55.248688 59.454197
sp -0.722130 -0.288909, R -0.584729 -0.254058, YSP 55.248688 59.454197
sp -0.722130 -0.288909, R -0.584729 -0.254058, YSP 55.248688 59.454197
sp -0.722130 -0.288909, R -0.584729 -0.254058, YSP 55.248688 59.454197
sp -0.722130 -0.288909, R -0.584729 -0.254058, YSP 55.248688 59.454197
sp -0.722130 -0.288909, R -0.593984 -0.268334, YSP 55.653908 59.454197
sp -0.722130 -0.288909, R -0.593984 -0.268334, YSP 55.653908 59.454197
sp -0.722130 -0.288909, R -0.593984 -0.268334, YSP 55.653908 59.454197
sp -0.722130 -0.288909, R -0.593984 -0.268334, YSP 55.653908 59.454197
sp -0.722130 -0.288909, R -0.593984 -0.268334, YSP 55.653908 59.454197
sp -0.722130 -0.288909, R -0.593984 -0.268334, YSP 55.653908 59.454197
sp -0.722130 -0.288909, R -0.593984 -0.268334, YSP 55.653908 59.454197
sp -0.722130 -0.288909, R -0.593984 -0.268334, YSP 55.653908 59.454197
sp -0.722130 -0.288909, R -0.593984 -0.268334, YSP 55.653908 59.454197
sp -0.722130 -0.288909, R -0.593984 -0.268334, YSP 55.653908 59.454197
sp -0.722130 -0.288909, R -0.593984 -0.268334, YSP 55.653908 59.454197
sp -0.745055 -0.330339, R -0.607233 -0.282021, YSP 56.137199 61.041267
sp -0.745055 -0.330339, R -0.607233 -0.282021, YSP 56.137199 61.041267
sp -0.745055 -0.330339, R -0.607233 -0.282021, YSP 56.137199 61.041267
sp -0.745055 -0.330339, R -0.607233 -0.282021, YSP 56.137199 61.041267
sp -0.745055 -0.330339, R -0.607233 -0.282021, YSP 56.137199 61.041267
sp -0.745055 -0.330339, R -0.607233 -0.282021, YSP 56.137199 61.041267
sp -0.745055 -0.330339, R -0.607233 -0.282021, YSP 56.137199 61.041267
sp -0.745055 -0.330339, R -0.616841 -0.290215, YSP 56.416744 61.041267
sp -0.745055 -0.330339, R -0.616841 -0.290215, YSP 56.416744 61.041267
sp -0.745055 -0.330339, R -0.616841 -0.290215, YSP 56.416744 61.041267
sp -0.745055 -0.330339, R -0.616841 -0.290215, YSP 56.416744 61.041267
sp -0.745055 -0.330339, R -0.616841 -0.290215, YSP 56.416744 61.041267
sp -0.745055 -0.330339, R -0.616841 -0.290215, YSP 56.416744 61.041267
sp -0.745055 -0.330339, R -0.616841 -0.290215, YSP 56.416744 61.041267
sp -0.745055 -0.330339, R -0.616841 -0.290215, YSP 56.416744 61.041267
sp -0.745055 -0.330339, R -0.616841 -0.290215, YSP 56.416744 61.041267
sp -0.745055 -0.330339, R -0.616841 -0.290215, YSP 56.416744 61.041267
sp -0.745055 -0.330339, R -0.616841 -0.290215, YSP 56.416744 61.041267
sp -0.745055 -0.330339, R -0.616841 -0.290215, YSP 56.416744 61.041267
sp -0.745055 -0.330339, R -0.616841 -0.290215, YSP 56.416744 61.041267
sp -0.745055 -0.330339, R -0.616841 -0.290215, YSP 56.416744 61.041267
sp -0.745055 -0.330339, R -0.616841 -0.290215, YSP 56.416744 61.041267
sp -0.745055 -0.330339, R -0.616841 -0.290215, YSP 56.416744 61.041267
sp -0.745055 -0.330339, R -0.616841 -0.290215, YSP 56.416744 61.041267
sp -0.745055 -0.330339, R -0.616841 -0.290215, YSP 56.416744 61.041267
sp -0.745055 -0.330339, R -0.616841 -0.290215, YSP 56.416744 61.041267
sp -0.745055 -0.330339, R -0.616841 -0.290215, YSP 56.416744 61.041267
sp -0.745055 -0.330339, R -0.616841 -0.290215, YSP 56.416744 61.041267
sp -0.766400 -0.371670, R -0.643566 -0.331986, YSP 56.416744 62.686836
sp -0.766400 -0.371670, R -0.643566 -0.331986, YSP 58.218548 62.686836
sp -0.766400 -0.371670, R -0.643566 -0.331986, YSP 58.218548 62.686836
sp -0.766400 -0.371670, R -0.643566 -0.331986, YSP 58.218548 62.686836
sp -0.766400 -0.371670, R -0.643566 -0.331986, YSP 58.218548 62.686836
sp -0.766400 -0.371670, R -0.643566 -0.331986, YSP 58.218548 62.686836
sp -0.766400 -0.371670, R -0.648147 -0.339379, YSP 58.218548 62.686836
sp -0.766400 -0.371670, R -0.648147 -0.339379, YSP 58.218548 62.686836
sp -0.766400 -0.371670, R -0.648147 -0.339379, YSP 58.689884 62.686836
sp -0.766400 -0.371670, R -0.648147 -0.339379, YSP 58.689884 62.686836
sp -0.766400 -0.371670, R -0.648147 -0.339379, YSP 58.689884 62.686836
sp -0.766400 -0.371670, R -0.648147 -0.339379, YSP 58.689884 62.686836
sp -0.766400 -0.371670, R -0.645851 -0.335368, YSP 58.689884 62.686836
sp -0.766400 -0.371670, R -0.645851 -0.335368, YSP 59.019230 62.686836
sp -0.766400 -0.371670, R -0.645851 -0.335368, YSP 59.019230 62.686836
sp -0.766400 -0.371670, R -0.645851 -0.335368, YSP 59.019230 62.686836
sp -0.766400 -0.371670, R -0.645851 -0.335368, YSP 59.019230 62.686836
sp -0.766400 -0.371670, R -0.649387 -0.341386, YSP 59.019230 62.686836
sp -0.766400 -0.371670, R -0.649387 -0.341386, YSP 59.551918 62.686836
sp -0.766400 -0.371670, R -0.649387 -0.341386, YSP 59.551918 62.686836
sp -0.766400 -0.371670, R -0.649387 -0.341386, YSP 59.551918 62.686836
sp -0.766400 -0.371670, R -0.649387 -0.341386, YSP 59.551918 62.686836
sp -0.766400 -0.371670, R -0.655781 -0.350919, YSP 60.057224 62.686836
sp -0.766400 -0.371670, R -0.655781 -0.350919, YSP 60.057224 62.686836
sp -0.766400 -0.371670, R -0.655781 -0.350919, YSP 60.057224 62.686836
sp -0.766400 -0.371670, R -0.655781 -0.350919, YSP 60.057224 62.686836
sp -0.766400 -0.371670, R -0.655781 -0.350919, YSP 60.057224 62.686836
sp -0.766400 -0.371670, R -0.655781 -0.350919, YSP 60.057224 62.686836
sp -0.766400 -0.371670, R -0.655781 -0.350919, YSP 60.057224 62.686836
sp -0.766400 -0.371670, R -0.655781 -0.350919, YSP 60.057224 62.686836
sp -0.766400 -0.371670, R -0.655781 -0.350919, YSP 60.057224 62.686836
sp -0.766400 -0.371670, R -0.655781 -0.350919, YSP 60.057224 62.686836
sp -0.766400 -0.371670, R -0.655781 -0.350919, YSP 60.057224 62.686836
sp -0.766400 -0.371670, R -0.655781 -0.350919, YSP 60.057224 62.686836
sp -0.766400 -0.371670, R -0.655781 -0.350919, YSP 60.057224 62.686836
sp -0.786163 -0.412902, R -0.661805 -0.361841, YSP 60.405441 64.390724
sp -0.786163 -0.412902, R -0.661805 -0.361841, YSP 60.405441 64.390724
sp -0.786163 -0.412902, R -0.661805 -0.361841, YSP 60.405441 64.390724
sp -0.786163 -0.412902, R -0.661805 -0.361841, YSP 60.405441 64.390724
sp -0.786163 -0.412902, R -0.661805 -0.361841, YSP 60.405441 64.390724
sp -0.786163 -0.412902, R -0.661805 -0.361841, YSP 60.405441 64.390724
sp -0.786163 -0.412902, R -0.663298 -0.364118, YSP 60.538715 64.390724
sp -0.711271 -0.467936, R -0.663298 -0.364118, YSP 60.538715 64.695671
sp -0.711271 -0.467936, R -0.663298 -0.364118, YSP 60.538715 64.695671
sp -0.711271 -0.467936, R -0.663298 -0.364118, YSP 60.538715 64.695671
sp -0.711271 -0.467936, R -0.663298 -0.364118, YSP 60.538715 64.695671
sp -0.711271 -0.467936, R -0.663298 -0.364118, YSP 60.538715 64.695671
sp -0.711271 -0.467936, R -0.671156 -0.375108, YSP 60.972473 64.695671
sp -0.711271 -0.467936, R -0.671156 -0.375108, YSP 60.972473 64.695671
sp -0.711271 -0.467936, R -0.671156 -0.375108, YSP 60.972473 64.695671
sp -0.711271 -0.467936, R -0.671156 -0.375108, YSP 60.972473 64.695671
sp -0.735733 -0.517325, R -0.677687 -0.395853, YSP 60.972473 63.651688
sp -0.735733 -0.517325, R -0.677687 -0.395853, YSP 60.972473 63.651688
sp -0.735733 -0.517325, R -0.677687 -0.395853, YSP 61.273415 63.651688
sp -0.735733 -0.517325, R -0.677687 -0.395853, YSP 61.273415 63.651688
sp -0.735733 -0.517325, R -0.677687 -0.395853, YSP 61.273415 63.651688
sp -0.735733 -0.517325, R -0.677687 -0.395853, YSP 61.273415 63.651688
sp -0.735733 -0.517325, R -0.677687 -0.395853, YSP 61.273415 63.651688
sp -0.735733 -0.517325, R -0.677687 -0.395853, YSP 61.273415 63.651688
sp -0.735733 -0.517325, R -0.677687 -0.395853, YSP 61.273415 63.651688
sp -0.735733 -0.517325, R -0.677687 -0.395853, YSP 61.273415 63.651688
sp -0.735733 -0.517325, R -0.677687 -0.395853, YSP 61.273415 63.651688
sp -0.735733 -0.517325, R -0.677687 -0.395853, YSP 61.273415 63.651688
sp -0.735733 -0.517325, R -0.677687 -0.395853, YSP 61.273415 63.651688
sp -0.735733 -0.517325, R -0.677687 -0.395853, YSP 61.273415 63.651688
sp -0.735733 -0.517325, R -0.677687 -0.395853, YSP 61.273415 63.651688
sp -0.735733 -0.517325, R -0.677687 -0.395853, YSP 61.273415 63.651688
sp -0.735733 -0.517325, R -0.677687 -0.395853, YSP 61.273415 63.651688
sp -0.735733 -0.517325, R -0.677687 -0.395853, YSP 61.273415 63.651688
sp -0.735733 -0.517325, R -0.677687 -0.395853, YSP 61.273415 63.651688
sp -0.735733 -0.517325, R -0.677687 -0.395853, YSP 61.273415 63.651688
sp -0.735733 -0.517325, R -0.677687 -0.395853, YSP 61.273415 63.651688
sp -0.735733 -0.517325, R -0.677687 -0.395853, YSP 61.273415 63.651688
sp -0.735733 -0.517325, R -0.700980 -0.436397, YSP 61.967262 63.651688
sp -0.735733 -0.517325, R -0.700980 -0.436397, YSP 61.967262 63.651688
sp -0.735733 -0.517325, R -0.700980 -0.436397, YSP 61.967262 63.651688
sp -0.735733 -0.517325, R -0.700980 -0.436397, YSP 61.967262 63.651688
sp -0.735733 -0.517325, R -0.700980 -0.436397, YSP 61.967262 63.651688
sp -0.735733 -0.517325, R -0.700980 -0.436397, YSP 61.967262 63.651688
sp -0.760510 -0.565035, R -0.705546 -0.444971, YSP 62.191685 62.555145
sp -0.760510 -0.565035, R -0.705546 -0.444971, YSP 62.191685 62.555145
sp -0.760510 -0.565035, R -0.705546 -0.444971, YSP 62.191685 62.555145
sp -0.760510 -0.565035, R -0.705546 -0.444971, YSP 62.191685 62.555145
sp -0.760510 -0.565035, R -0.705546 -0.444971, YSP 62.191685 62.555145
sp -0.760510 -0.565035, R -0.705546 -0.444971, YSP 62.191685 62.555145
sp -0.760510 -0.565035, R -0.709455 -0.451147, YSP 62.488453 62.555145
sp -0.760510 -0.565035, R -0.709455 -0.451147, YSP 62.488453 62.555145
sp -0.760510 -0.565035, R -0.709455 -0.451147, YSP 62.488453 62.555145
sp -0.760510 -0.565035, R -0.709455 -0.451147, YSP 62.488453 62.555145
sp -0.760510 -0.565035, R -0.709455 -0.451147, YSP 62.488453 62.555145
sp -0.760510 -0.565035, R -0.715401 -0.467003, YSP 62.728912 62.555145
sp -0.760510 -0.565035, R -0.715401 -0.467003, YSP 62.728912 62.555145
sp -0.760510 -0.565035, R -0.715401 -0.467003, YSP 62.728912 62.555145
sp -0.760510 -0.565035, R -0.715401 -0.467003, YSP 62.728912 62.555145
sp -0.760510 -0.565035, R -0.724256 -0.491263, YSP 62.661476 62.555145
sp -0.760510 -0.565035, R -0.724256 -0.491263, YSP 62.661476 62.555145
sp -0.760510 -0.565035, R -0.724256 -0.491263, YSP 62.661476 62.555145
sp -0.760510 -0.565035, R -0.724256 -0.491263, YSP 62.661476 62.555145
sp -0.760510 -0.565035, R -0.724256 -0.491263, YSP 62.661476 62.555145
sp -0.760510 -0.565035, R -0.724256 -0.491263, YSP 62.661476 62.555145
sp -0.760510 -0.565035, R -0.724256 -0.491263, YSP 62.661476 62.555145
sp -0.760510 -0.565035, R -0.724256 -0.491263, YSP 62.661476 62.555145
sp -0.760510 -0.565035, R -0.724256 -0.491263, YSP 62.661476 62.555145
