sp -2.168225 -1.754852, R -1.883335 -1.258807, YSP 23.720387 62.494968
sp -2.168225 -1.754852, R -1.883335 -1.258807, YSP 23.720387 62.494968
sp -2.168225 -1.754852, R -1.883335 -1.258807, YSP 23.720387 62.494968
sp -2.168225 -1.754852, R -1.883335 -1.258807, YSP 23.720387 62.494968
sp -2.168225 -1.754852, R -1.979416 -1.095650, YSP 33.621624 62.494968
sp -2.168225 -1.754852, R -1.979416 -1.095650, YSP 33.621624 62.494968
sp -2.168225 -1.754852, R -1.979416 -1.095650, YSP 33.621624 62.494968
sp -2.168225 -1.754852, R -1.979416 -1.095650, YSP 33.621624 62.494968
sp -2.168225 -1.754852, R -1.979416 -1.095650, YSP 33.621624 62.494968
sp -2.168225 -1.754852, R -1.979416 -1.095650, YSP 33.621624 62.494968
sp -2.168225 -1.754852, R -1.979416 -1.095650, YSP 33.621624 62.494968
sp -2.168225 -1.754852, R -1.979416 -1.095650, YSP 33.621624 62.494968
sp -2.168225 -1.754852, R -1.979416 -1.095650, YSP 33.621624 62.494968
sp -2.168225 -1.754852, R -1.979416 -1.095650, YSP 33.621624 62.494968
sp -2.168225 -1.754852, R -1.979416 -1.095650, YSP 33.621624 62.494968
sp -2.168225 -1.754852, R -1.979416 -1.095650, YSP 33.621624 62.494968
sp -2.168225 -1.754852, R -1.979416 -1.095650, YSP 33.621624 62.494968
sp -2.168225 -1.754852, R -1.979416 -1.095650, YSP 33.621624 62.494968
sp -2.168225 -1.754852, R -1.979416 -1.095650, YSP 33.621624 62.494968
sp -2.168225 -1.754852, R -1.979416 -1.095650, YSP 33.621624 62.494968
sp -2.168225 -1.754852, R -1.979416 -1.095650, YSP 33.621624 62.494968
sp -2.168225 -1.754852, R -1.979416 -1.095650, YSP 33.621624 62.494968
sp -2.168225 -1.754852, R -1.979416 -1.095650, YSP 33.621624 62.494968
sp -2.168225 -1.754852, R -2.017222 -0.912538, YSP 49.863365 62.494968
sp -2.168225 -1.754852, R -2.017222 -0.912538, YSP 49.863365 62.494968
sp -2.168225 -1.754852, R -2.017222 -0.912538, YSP 49.863365 62.494968
sp -2.168225 -1.754852, R -2.005034 -0.779907, YSP 46.752872 62.494968
sp -2.168225 -1.754852, R -2.005034 -0.779907, YSP 46.752872 62.494968
sp -2.168225 -1.754852, R -2.005034 -0.779907, YSP 46.752872 62.494968
sp -2.168225 -1.754852, R -2.024622 -0.723684, YSP 43.166649 62.494968
sp -2.168225 -1.754852, R -2.024622 -0.723684, YSP 43.166649 62.494968
sp -2.168225 -1.754852, R -2.024622 -0.723684, YSP 43.166649 62.494968
sp -2.168225 -1.754852, R -2.043744 -0.739787, YSP 40.151836 62.494968
sp -2.168225 -1.754852, R -2.043744 -0.739787, YSP 40.151836 62.494968
sp -2.168225 -1.754852, R -2.043744 -0.739787, YSP 40.151836 62.494968
sp -2.168225 -1.754852, R -2.050571 -0.745547, YSP 42.396496 62.494968
sp -2.168225 -1.754852, R -2.050571 -0.745547, YSP 42.396496 62.494968
sp -2.168225 -1.754852, R -2.050571 -0.745547, YSP 42.396496 62.494968
sp -2.168225 -1.754852, R -2.050571 -0.745547, YSP 42.396496 62.494968
sp -2.168225 -1.754852, R -2.050571 -0.745547, YSP 42.396496 62.494968
sp -2.168225 -1.754852, R -2.050571 -0.745547, YSP 42.396496 62.494968
sp -2.168225 -1.754852, R -2.050571 -0.745547, YSP 42.396496 62.494968
sp -2.168225 -1.754852, R -2.050571 -0.745547, YSP 42.396496 62.494968
sp -2.168225 -1.754852, R -2.050571 -0.745547, YSP 42.396496 62.494968
sp -2.168225 -1.754852, R -2.050571 -0.745547, YSP 42.396496 62.494968
sp -2.168225 -1.754852, R -2.050571 -0.745547, YSP 42.396496 62.494968
sp -2.168225 -1.754852, R -2.050571 -0.745547, YSP 42.396496 62.494968
sp -2.168225 -1.754852, R -2.050571 -0.745547, YSP 42.396496 62.494968
sp -2.168225 -1.754852, R -2.050571 -0.745547, YSP 42.396496 62.494968
sp -2.168225 -1.754852, R -2.050571 -0.745547, YSP 42.396496 62.494968
sp -2.168225 -1.754852, R -2.050571 -0.745547, YSP 42.396496 62.494968
sp -2.168225 -1.754852, R -2.125630 -0.696346, YSP 50.756798 62.494968
sp -2.168225 -1.754852, R -2.125630 -0.696346, YSP 50.756798 62.494968
sp -2.168225 -1.754852, R -2.115665 -0.656158, YSP 50.756798 62.494968
sp -2.168225 -1.754852, R -2.115665 -0.656158, YSP 46.395512 62.494968
sp -2.168225 -1.754852, R -2.115665 -0.656158, YSP 46.395512 62.494968
sp -2.168225 -1.754852, R -2.121502 -0.662286, YSP 48.056725 62.494968
sp -2.168225 -1.754852, R -2.121502 -0.662286, YSP 48.056725 62.494968
sp -2.168225 -1.754852, R -2.121502 -0.662286, YSP 48.056725 62.494968
sp -2.168225 -1.754852, R -2.081282 -0.665866, YSP 48.056725 62.494968
sp -2.168225 -1.754852, R -2.081282 -0.665866, YSP 43.520668 62.494968
sp -2.168225 -1.754852, R -2.081282 -0.665866, YSP 43.520668 62.494968
sp -2.168225 -1.754852, R -2.081282 -0.665866, YSP 43.520668 62.494968
sp -2.168225 -1.754852, R -2.081282 -0.665866, YSP 43.520668 62.494968
sp -2.168225 -1.754852, R -2.081282 -0.665866, YSP 43.520668 62.494968
sp -2.168225 -1.754852, R -2.044567 -0.760524, YSP 43.520668 62.494968
sp -2.168225 -1.754852, R -2.044567 -0.760524, YSP 41.860661 62.494968
sp -2.168225 -1.754852, R -2.044567 -0.760524, YSP 41.860661 62.494968
sp -2.168225 -1.754852, R -2.015840 -0.838849, YSP 38.234760 62.494968
sp -2.168225 -1.754852, R -2.015840 -0.838849, YSP 38.234760 62.494968
sp -2.168225 -1.754852, R -2.015840 -0.838849, YSP 38.234760 62.494968
sp -2.168225 -1.754852, R -2.023044 -0.844525, YSP 40.143593 62.494968
sp -2.168225 -1.754852, R -2.023044 -0.844525, YSP 40.143593 62.494968
sp -2.168225 -1.754852, R -2.023044 -0.844525, YSP 40.143593 62.494968
sp -2.168225 -1.754852, R -2.023044 -0.844525, YSP 40.143593 62.494968
sp -2.168225 -1.754852, R -2.023044 -0.844525, YSP 40.143593 62.494968
sp -2.168225 -1.754852, R -2.023044 -0.844525, YSP 40.143593 62.494968
sp -2.168225 -1.754852, R -2.055740 -0.945433, YSP 39.151043 62.494968
sp -2.168225 -1.754852, R -2.055740 -0.945433, YSP 39.151043 62.494968
sp -2.168225 -1.754852, R -2.055740 -0.945433, YSP 39.151043 62.494968
sp -2.168225 -1.754852, R -2.055740 -0.945433, YSP 39.151043 62.494968
sp -2.168225 -1.754852, R -2.055740 -0.945433, YSP 39.151043 62.494968
sp -2.168225 -1.754852, R -2.086484 -1.002936, YSP 36.471146 62.494968
sp -2.168225 -1.754852, R -2.086484 -1.002936, YSP 36.471146 62.494968
sp -2.168225 -1.754852, R -2.086484 -1.002936, YSP 36.471146 62.494968
sp -2.168225 -1.754852, R -2.086484 -1.002936, YSP 36.471146 62.494968
sp -2.168225 -1.754852, R -2.086484 -1.002936, YSP 36.471146 62.494968
sp -2.168225 -1.754852, R -2.086484 -1.002936, YSP 36.471146 62.494968
sp -2.168225 -1.754852, R -2.086484 -1.002936, YSP 36.471146 62.494968
sp -2.168225 -1.754852, R -2.086484 -1.002936, YSP 36.471146 62.494968
sp -2.168225 -1.754852, R -2.086484 -1.002936, YSP 36.471146 62.494968
sp -2.168225 -1.754852, R -2.128734 -1.107947, YSP 37.322464 62.494968
sp -2.168225 -1.754852, R -2.128734 -1.107947, YSP 37.322464 62.494968
sp -2.168225 -1.754852, R -2.128734 -1.107947, YSP 37.322464 62.494968
sp -2.168225 -1.754852, R -2.128734 -1.107947, YSP 37.322464 62.494968
sp -2.168225 -1.754852, R -2.128734 -1.107947, YSP 37.322464 62.494968
sp -2.168225 -1.754852, R -2.128734 -1.107947, YSP 37.322464 62.494968
sp -2.168225 -1.754852, R -2.128734 -1.107947, YSP 37.322464 62.494968
sp -2.168225 -1.754852, R -2.128734 -1.107947, YSP 37.322464 62.494968
sp -2.168225 -1.754852, R -2.128734 -1.107947, YSP 37.322464 62.494968
sp -2.168225 -1.754852, R -2.128734 -1.107947, YSP 37.322464 62.494968
sp -2.168225 -1.754852, R -2.128734 -1.107947, YSP 37.322464 62.494968
sp -2.168225 -1.754852, R -2.128734 -1.107947, YSP 37.322464 62.494968
sp -2.168225 -1.754852, R -2.128734 -1.107947, YSP 37.322464 62.494968
sp -2.168225 -1.754852, R -2.128734 -1.107947, YSP 37.322464 62.494968
sp -2.168225 -1.754852, R -2.128734 -1.107947, YSP 37.322464 62.494968
sp -2.168225 -1.754852, R -2.128734 -1.107947, YSP 37.322464 62.494968
sp -2.168225 -1.754852, R -2.128734 -1.107947, YSP 37.322464 62.494968
sp -2.168225 -1.754852, R -2.128734 -1.107947, YSP 37.322464 62.494968
sp -2.168225 -1.754852, R -2.128734 -1.107947, YSP 37.322464 62.494968
sp -2.168225 -1.754852, R -2.128734 -1.107947, YSP 37.322464 62.494968
sp -2.168225 -1.754852, R -2.128734 -1.107947, YSP 37.322464 62.494968
sp -2.168225 -1.754852, R -2.128734 -1.107947, YSP 37.322464 62.494968
sp -2.168225 -1.754852, R -2.128734 -1.107947, YSP 37.322464 62.494968
sp -2.168225 -1.754852, R -2.128734 -1.107947, YSP 37.322464 62.494968
sp -2.168225 -1.754852, R -2.128734 -1.107947, YSP 37.322464 62.494968
sp -2.168225 -1.754852, R -2.128734 -1.107947, YSP 37.322464 62.494968
sp -2.168225 -1.754852, R -2.128734 -1.107947, YSP 37.322464 62.494968
sp -2.168225 -1.754852, R -2.128734 -1.107947, YSP 37.322464 62.494968
sp -2.168225 -1.754852, R -2.192166 -1.289669, YSP 37.322464 62.494968
sp -2.168225 -1.754852, R -2.192166 -1.289669, YSP 37.322464 62.494968
sp -2.168225 -1.754852, R -2.192166 -1.289669, YSP 37.322464 62.494968
sp -2.168225 -1.754852, R -2.192166 -1.289669, YSP 45.434013 62.494968
sp -2.168225 -1.754852, R -2.192166 -1.289669, YSP 45.434013 62.494968
sp -2.168225 -1.754852, R -2.192166 -1.289669, YSP 45.434013 62.494968
sp -2.168225 -1.754852, R -2.165831 -1.377509, YSP 41.763344 62.494968
sp -2.168225 -1.754852, R -2.165831 -1.377509, YSP 41.763344 62.494968
sp -2.168225 -1.754852, R -2.165831 -1.377509, YSP 41.763344 62.494968
sp -2.168225 -1.754852, R -2.165831 -1.377509, YSP 41.763344 62.494968
sp -2.168225 -1.754852, R -2.165831 -1.377509, YSP 41.763344 62.494968
sp -2.168225 -1.754852, R -2.165831 -1.377509, YSP 41.763344 62.494968
sp -2.168225 -1.754852, R -2.173201 -1.384091, YSP 41.763344 62.494968
sp -2.168225 -1.754852, R -2.173201 -1.384091, YSP 41.763344 62.494968
sp -2.168225 -1.754852, R -2.173201 -1.384091, YSP 44.594090 62.494968
sp -2.168225 -1.754852, R -2.173201 -1.384091, YSP 44.594090 62.494968
sp -2.168225 -1.754852, R -2.173201 -1.384091, YSP 44.594090 62.494968
sp -2.168225 -1.754852, R -2.173201 -1.384091, YSP 44.594090 62.494968
sp -2.168225 -1.754852, R -2.173201 -1.384091, YSP 44.594090 62.494968
sp -2.168225 -1.754852, R -2.173201 -1.384091, YSP 44.594090 62.494968
sp -2.168225 -1.754852, R -2.173201 -1.384091, YSP 44.594090 62.494968
sp -2.168225 -1.754852, R -2.173201 -1.384091, YSP 44.594090 62.494968
sp -2.168225 -1.754852, R -2.173201 -1.384091, YSP 44.594090 62.494968
sp -2.168225 -1.754852, R -2.173201 -1.384091, YSP 44.594090 62.494968
sp -2.168225 -1.754852, R -2.173201 -1.384091, YSP 44.594090 62.494968
sp -2.168225 -1.754852, R -2.173201 -1.384091, YSP 44.594090 62.494968
sp -2.168225 -1.754852, R -2.173201 -1.384091, YSP 44.594090 62.494968
sp -2.168225 -1.754852, R -2.173201 -1.384091, YSP 44.594090 62.494968
sp -2.168225 -1.754852, R -2.173201 -1.384091, YSP 44.594090 62.494968
sp -2.168225 -1.754852, R -2.173201 -1.384091, YSP 44.594090 62.494968
sp -2.168225 -1.754852, R -2.173201 -1.384091, YSP 44.594090 62.494968
sp -2.168225 -1.754852, R -2.173201 -1.384091, YSP 44.594090 62.494968
sp -2.168225 -1.754852, R -2.028203 -1.433230, YSP 46.707733 62.494968
sp -2.168225 -1.754852, R -2.028203 -1.433230, YSP 46.707733 62.494968
sp -2.168225 -1.754852, R -2.028203 -1.433230, YSP 46.707733 62.494968
sp -2.168225 -1.754852, R -2.028203 -1.433230, YSP 46.707733 62.494968
sp -2.168225 -1.754852, R -2.028203 -1.433230, YSP 46.707733 62.494968
sp -2.168225 -1.754852, R -2.034609 -1.440030, YSP 46.707733 62.494968
sp -2.168225 -1.754852, R -2.034609 -1.440030, YSP 46.707733 62.494968
sp -2.168225 -1.754852, R -2.034609 -1.440030, YSP 48.612667 62.494968
sp -2.168225 -1.754852, R -2.034609 -1.440030, YSP 48.612667 62.494968
sp -2.168225 -1.754852, R -2.034609 -1.440030, YSP 48.612667 62.494968
sp -2.168225 -1.754852, R -2.034609 -1.440030, YSP 48.612667 62.494968
sp -2.168225 -1.754852, R -2.034609 -1.440030, YSP 48.612667 62.494968
sp -2.168225 -1.754852, R -2.034609 -1.440030, YSP 48.612667 62.494968
sp -2.168225 -1.754852, R -1.902584 -1.459580, YSP 43.481384 62.494968
sp -2.168225 -1.754852, R -1.902584 -1.459580, YSP 43.481384 62.494968
sp -2.168225 -1.754852, R -1.902584 -1.459580, YSP 43.481384 62.494968
sp -2.168225 -1.754852, R -1.902584 -1.459580, YSP 43.481384 62.494968
sp -2.168225 -1.754852, R -1.866586 -1.469008, YSP 43.481384 62.494968
sp -2.168225 -1.754852, R -1.866586 -1.469008, YSP 43.481384 62.494968
sp -2.168225 -1.754852, R -1.866586 -1.469008, YSP 38.504662 62.494968
sp -2.168225 -1.754852, R -1.866586 -1.469008, YSP 38.504662 62.494968
sp -2.168225 -1.754852, R -1.866586 -1.469008, YSP 38.504662 62.494968
sp -2.168225 -1.754852, R -1.866586 -1.469008, YSP 38.504662 62.494968
sp -2.168225 -1.754852, R -1.836364 -1.483549, YSP 38.504662 62.494968
sp -2.168225 -1.754852, R -1.836364 -1.483549, YSP 38.504662 62.494968
sp -2.168225 -1.754852, R -1.836364 -1.483549, YSP 34.035042 62.494968
sp -2.168225 -1.754852, R -1.836364 -1.483549, YSP 34.035042 62.494968
sp -2.168225 -1.754852, R -1.836364 -1.483549, YSP 34.035042 62.494968
sp -2.168225 -1.754852, R -1.836364 -1.483549, YSP 34.035042 62.494968
sp -2.168225 -1.754852, R -1.836364 -1.483549, YSP 34.035042 62.494968
sp -2.168225 -1.754852, R -1.836364 -1.483549, YSP 34.035042 62.494968
sp -2.168225 -1.754852, R -1.836364 -1.483549, YSP 34.035042 62.494968
sp -2.168225 -1.754852, R -1.836364 -1.483549, YSP 34.035042 62.494968
sp -2.168225 -1.754852, R -1.836364 -1.483549, YSP 34.035042 62.494968
sp -2.168225 -1.754852, R -1.836364 -1.483549, YSP 34.035042 62.494968
sp -2.168225 -1.754852, R -1.836364 -1.483549, YSP 34.035042 62.494968
sp -2.168225 -1.754852, R -1.836364 -1.483549, YSP 34.035042 62.494968
sp -2.168225 -1.754852, R -1.836364 -1.483549, YSP 34.035042 62.494968
sp -2.168225 -1.754852, R -1.836364 -1.483549, YSP 34.035042 62.494968
sp -2.168225 -1.754852, R -1.836364 -1.483549, YSP 34.035042 62.494968
sp -2.168225 -1.754852, R -1.836364 -1.483549, YSP 34.035042 62.494968
sp -2.168225 -1.754852, R -1.836364 -1.483549, YSP 34.035042 62.494968
sp -2.168225 -1.754852, R -1.836364 -1.483549, YSP 34.035042 62.494968
sp -2.168225 -1.754852, R -1.836364 -1.483549, YSP 34.035042 62.494968
sp -2.168225 -1.754852, R -1.836364 -1.483549, YSP 34.035042 62.494968
sp -2.168225 -1.754852, R -1.836364 -1.483549, YSP 34.035042 62.494968
sp -2.168225 -1.754852, R -1.836364 -1.483549, YSP 34.035042 62.494968
sp -2.168225 -1.754852, R -1.840015 -1.531380, YSP 40.425854 62.494968
sp -2.168225 -1.754852, R -1.840015 -1.531380, YSP 40.425854 62.494968
sp -2.168225 -1.754852, R -1.840015 -1.531380, YSP 40.425854 62.494968
sp -2.168225 -1.754852, R -1.840015 -1.531380, YSP 40.425854 62.494968
sp -2.168225 -1.754852, R -1.826262 -1.619813, YSP 40.425854 62.494968
sp -2.168225 -1.754852, R -1.826262 -1.619813, YSP 40.425854 62.494968
sp -2.168225 -1.754852, R -1.826262 -1.619813, YSP 37.757854 62.494968
sp -2.168225 -1.754852, R -1.826262 -1.619813, YSP 37.757854 62.494968
sp -2.168225 -1.754852, R -1.826262 -1.619813, YSP 37.757854 62.494968
sp -2.168225 -1.754852, R -1.826262 -1.619813, YSP 37.757854 62.494968
sp -2.168225 -1.754852, R -1.826262 -1.619813, YSP 37.757854 62.494968
sp -2.168225 -1.754852, R -1.826262 -1.619813, YSP 37.757854 62.494968
sp -2.168225 -1.754852, R -1.826262 -1.619813, YSP 37.757854 62.494968
sp -2.168225 -1.754852, R -1.826262 -1.619813, YSP 37.757854 62.494968
sp -2.168225 -1.754852, R -1.826262 -1.619813, YSP 37.757854 62.494968
sp -2.168225 -1.754852, R -1.826262 -1.619813, YSP 37.757854 62.494968
sp -2.168225 -1.754852, R -1.826262 -1.619813, YSP 37.757854 62.494968
sp -2.168225 -1.754852, R -1.826262 -1.619813, YSP 37.757854 62.494968
sp -2.168225 -1.754852, R -1.826262 -1.619813, YSP 37.757854 62.494968
sp -2.168225 -1.754852, R -1.826262 -1.619813, YSP 37.757854 62.494968
sp -2.168225 -1.754852, R -1.826262 -1.619813, YSP 37.757854 62.494968
sp -2.168225 -1.754852, R -1.826262 -1.619813, YSP 37.757854 62.494968
sp -2.168225 -1.754852, R -1.913035 -1.718664, YSP 37.757854 62.494968
sp -2.168225 -1.754852, R -1.913035 -1.718664, YSP 37.757854 62.494968
sp -2.168225 -1.754852, R -1.913035 -1.718664, YSP 41.310028 62.494968
sp -2.168225 -1.754852, R -1.913035 -1.718664, YSP 41.310028 62.494968
sp -2.168225 -1.754852, R -1.913035 -1.718664, YSP 41.310028 62.494968
sp -2.168225 -1.754852, R -1.913035 -1.718664, YSP 41.310028 62.494968
sp -2.168225 -1.754852, R -1.913035 -1.718664, YSP 41.310028 62.494968
sp -2.168225 -1.754852, R -1.913035 -1.718664, YSP 41.310028 62.494968
sp -2.191980 -1.800476, R -1.957149 -1.807250, YSP 38.356075 62.494968
sp -2.191980 -1.800476, R -1.957149 -1.807250, YSP 38.356075 62.494968
sp -2.191980 -1.800476, R -1.957149 -1.807250, YSP 38.356075 62.494968
sp -2.191980 -1.800476, R -1.957149 -1.807250, YSP 38.356075 62.494968
sp -2.191980 -1.800476, R -1.957149 -1.807250, YSP 38.356075 62.494968
sp -2.191980 -1.800476, R -1.957149 -1.807250, YSP 38.356075 62.494968
sp -2.191980 -1.800476, R -1.963356 -1.812162, YSP 40.623680 62.494968
sp -2.191980 -1.800476, R -1.963356 -1.812162, YSP 40.623680 62.494968
sp -2.191980 -1.800476, R -1.963356 -1.812162, YSP 40.623680 62.494968
sp -2.191980 -1.800476, R -1.963356 -1.812162, YSP 40.623680 62.494968
sp -2.191980 -1.800476, R -1.963356 -1.812162, YSP 40.623680 62.494968
sp -2.235639 -1.884327, R -1.974254 -1.952575, YSP 40.623680 62.495369
sp -2.031146 -1.977586, R -1.974254 -1.952575, YSP 37.232571 16.630547
sp -2.031146 -1.977586, R -1.974254 -1.952575, YSP 37.232571 16.630547
sp -2.031146 -1.977586, R -1.974254 -1.952575, YSP 37.232571 16.630547
sp -2.031146 -1.977586, R -1.974254 -1.952575, YSP 37.232571 16.630547
sp -2.031146 -1.977586, R -1.980874 -1.957606, YSP 37.232571 16.630547
sp -2.031146 -1.977586, R -1.980874 -1.957606, YSP 37.232571 16.630547
sp -2.031146 -1.977586, R -1.980874 -1.957606, YSP 39.614559 16.630547
sp -2.031146 -1.977586, R -1.980874 -1.957606, YSP 39.614559 16.630547
sp -2.031146 -1.977586, R -1.980874 -1.957606, YSP 39.614559 16.630547
sp -2.031146 -1.977586, R -1.980874 -1.957606, YSP 39.614559 16.630547
sp -2.031146 -1.977586, R -1.980874 -1.957606, YSP 39.614559 16.630547
sp -2.031146 -1.977586, R -1.980874 -1.957606, YSP 39.614559 16.630547
sp -2.031146 -1.977586, R -1.980874 -1.957606, YSP 39.614559 16.630547
sp -2.031146 -1.977586, R -1.980874 -1.957606, YSP 39.614559 16.630547
sp -2.031146 -1.977586, R -1.980874 -1.957606, YSP 39.614559 16.630547
sp -2.031146 -1.977586, R -1.980874 -1.957606, YSP 39.614559 16.630547
sp -2.031146 -1.977586, R -1.980874 -1.957606, YSP 39.614559 16.630547
sp -2.031146 -1.977586, R -1.980874 -1.957606, YSP 39.614559 16.630547
sp -2.031146 -1.977586, R -1.980874 -1.957606, YSP 39.614559 16.630547
sp -2.031146 -1.977586, R -1.980874 -1.957606, YSP 39.614559 16.630547
sp -2.031146 -1.977586, R -1.980874 -1.957606, YSP 39.614559 16.630547
sp -2.031146 -1.977586, R -1.980874 -1.957606, YSP 39.614559 16.630547
sp -2.031146 -1.977586, R -1.980874 -1.957606, YSP 39.614559 16.630547
sp -2.031146 -1.977586, R -1.980874 -1.957606, YSP 39.614559 16.630547
sp -2.031146 -1.977586, R -1.980874 -1.957606, YSP 39.614559 16.630547
sp -2.031146 -1.977586, R -1.980874 -1.957606, YSP 39.614559 16.630547
sp -2.031146 -1.977586, R -1.980874 -1.957606, YSP 39.614559 16.630547
sp -2.031146 -1.977586, R -1.980874 -1.957606, YSP 39.614559 16.630547
sp -2.031146 -1.977586, R -1.980874 -1.957606, YSP 39.614559 16.630547
sp -2.031146 -1.977586, R -1.980874 -1.957606, YSP 39.614559 16.630547
sp -2.031146 -1.977586, R -1.980874 -1.957606, YSP 39.614559 16.630547
sp -2.031146 -1.977586, R -1.980874 -1.957606, YSP 39.614559 16.630547
sp -2.031146 -1.977586, R -1.980874 -1.957606, YSP 39.614559 16.630547
sp -2.031146 -1.977586, R -1.980874 -1.957606, YSP 39.614559 16.630547
sp -2.031146 -1.977586, R -1.980874 -1.957606, YSP 39.614559 16.630547
sp -2.031146 -1.977586, R -1.980874 -1.957606, YSP 39.614559 16.630547
sp -2.031146 -1.977586, R -1.980874 -1.957606, YSP 39.614559 16.630547
sp -2.031146 -1.977586, R -1.980874 -1.957606, YSP 39.614559 16.630547
sp -2.031146 -1.977586, R -1.980874 -1.957606, YSP 39.614559 16.630547
sp -2.031146 -1.977586, R -1.980874 -1.957606, YSP 39.614559 16.630547
sp -2.031146 -1.977586, R -1.980874 -1.957606, YSP 39.614559 16.630547
sp -2.031146 -1.977586, R -1.980874 -1.957606, YSP 39.614559 16.630547
sp -2.031146 -1.977586, R -1.980874 -1.957606, YSP 39.614559 16.630547
sp -2.031146 -1.977586, R -1.980874 -1.957606, YSP 39.614559 16.630547
sp -2.031146 -1.977586, R -1.980874 -1.957606, YSP 39.614559 16.630547
sp -2.031146 -1.977586, R -1.980874 -1.957606, YSP 39.614559 16.630547
sp -2.031146 -1.977586, R -1.980874 -1.957606, YSP 39.614559 16.630547
sp -2.031146 -1.977586, R -1.980874 -1.957606, YSP 39.614559 16.630547
sp -2.031146 -1.977586, R -1.917192 -2.230781, YSP 39.614559 -38.891308
sp -2.031146 -1.977586, R -1.917192 -2.230781, YSP 39.614559 -38.891308
sp -2.031146 -1.977586, R -1.917192 -2.230781, YSP 2.649545 -38.891308
sp -2.031146 -1.977586, R -1.917192 -2.230781, YSP 2.649545 -38.891308
sp -2.031146 -1.977586, R -1.917192 -2.230781, YSP 2.649545 -38.891308
sp -2.031146 -1.977586, R -1.917192 -2.230781, YSP 2.649545 -38.891308
sp -2.031146 -1.977586, R -1.799237 -2.335824, YSP 2.649545 -38.891308
sp -2.031146 -1.977586, R -1.799237 -2.335824, YSP 2.649545 -38.891308
sp -2.031146 -1.977586, R -1.799237 -2.335824, YSP -2.601093 -38.891308
sp -2.031146 -1.977586, R -1.799237 -2.335824, YSP -2.601093 -38.891308
sp -2.031146 -1.977586, R -1.799237 -2.335824, YSP -2.601093 -38.891308
sp -2.031146 -1.977586, R -1.799237 -2.335824, YSP -2.601093 -38.891308
sp -2.031146 -1.977586, R -1.809337 -2.335365, YSP -5.677433 -38.891308
sp -2.031146 -1.977586, R -1.809337 -2.335365, YSP -5.677433 -38.891308
sp -2.031146 -1.977586, R -1.809337 -2.335365, YSP -5.677433 -38.891308
sp -2.031146 -1.977586, R -1.809337 -2.335365, YSP -5.677433 -38.891308
sp -2.031146 -1.977586, R -1.809337 -2.335365, YSP -5.677433 -38.891308
sp -2.031146 -1.977586, R -1.809337 -2.335365, YSP -5.677433 -38.891308
sp -2.009764 -1.971199, R -1.722647 -2.424677, YSP -9.684926 16.630547
sp -2.009764 -1.971199, R -1.722647 -2.424677, YSP -9.684926 16.630547
sp -2.009764 -1.971199, R -1.722647 -2.424677, YSP -9.684926 16.630547
sp -2.009764 -1.971199, R -1.722647 -2.424677, YSP -9.684926 16.630547
sp -2.009764 -1.971199, R -1.722647 -2.424677, YSP -9.684926 16.630547
sp -2.009764 -1.971199, R -1.722647 -2.424677, YSP -9.684926 16.630547
sp -2.009764 -1.971199, R -1.722647 -2.424677, YSP -9.684926 16.630547
sp -2.009764 -1.971199, R -1.722647 -2.424677, YSP -9.684926 16.630547
sp -2.009764 -1.971199, R -1.722647 -2.424677, YSP -9.684926 16.630547
sp -2.009764 -1.971199, R -1.722647 -2.424677, YSP -9.684926 16.630547
sp -2.009764 -1.971199, R -1.722647 -2.424677, YSP -9.684926 16.630547
sp -2.009764 -1.971199, R -1.722647 -2.424677, YSP -9.684926 16.630547
sp -2.009764 -1.971199, R -1.722647 -2.424677, YSP -9.684926 16.630547
sp -2.009764 -1.971199, R -1.722647 -2.424677, YSP -9.684926 16.630547
sp -2.009764 -1.971199, R -1.722647 -2.424677, YSP -9.684926 16.630547
sp -2.009764 -1.971199, R -1.722647 -2.424677, YSP -9.684926 16.630547
sp -2.009764 -1.971199, R -1.722647 -2.424677, YSP -9.684926 16.630547
sp -2.009764 -1.971199, R -1.722647 -2.424677, YSP -9.684926 16.630547
sp -2.009764 -1.971199, R -1.722647 -2.424677, YSP -9.684926 16.630547
sp -2.009764 -1.971199, R -1.722647 -2.424677, YSP -9.684926 16.630547
sp -2.009764 -1.971199, R -1.722647 -2.424677, YSP -9.684926 16.630547
sp -2.009764 -1.971199, R -1.722647 -2.424677, YSP -9.684926 16.630547
sp -2.031146 -1.977586, R -1.756896 -2.534491, YSP -8.981773 -38.891308
sp -2.031146 -1.977586, R -1.756896 -2.534491, YSP -8.981773 -38.891308
sp -2.031146 -1.977586, R -1.756896 -2.534491, YSP -8.981773 -38.891308
sp -2.031146 -1.977586, R -1.756896 -2.534491, YSP -8.981773 -38.891308
sp -2.031146 -1.977586, R -1.756896 -2.534491, YSP -8.981773 -38.891308
sp -2.031146 -1.977586, R -1.756896 -2.534491, YSP -8.981773 -38.891308
sp -2.031146 -1.977586, R -1.736790 -2.576035, YSP -7.946658 -38.891308
sp -2.031146 -1.977586, R -1.736790 -2.576035, YSP -7.946658 -38.891308
sp -2.031146 -1.977586, R -1.736790 -2.576035, YSP -7.946658 -38.891308
sp -2.031146 -1.977586, R -1.736790 -2.576035, YSP -7.946658 -38.891308
sp -2.031146 -1.977586, R -1.736790 -2.576035, YSP -7.946658 -38.891308
sp -2.031146 -1.977586, R -1.736790 -2.576035, YSP -7.946658 -38.891308
